 央卫高码,#genre#
CCTV-12咪咕,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV-13咪咕,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV-14咪咕,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV-15咪咕,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV-16咪咕,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV-17咪咕,http://t.061899.xyz/tl/tl.php?id=cctv17
北京卫视咪咕,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视咪咕,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视咪咕,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hunws
广东卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视咪咕,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视咪咕,http://t.061899.xyz/tl/tl.php?id=tjws
安徽卫视咪咕,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视咪咕,http://t.061899.xyz/tl/tl.php?id=sdws
山西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=sxiws
辽宁卫视咪咕,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hnws
江西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=jxws
四川卫视咪咕,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视咪咕,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gzws
湖北卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hubws
广西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视咪咕,http://t.061899.xyz/tl/tl.php?id=qhws
宁夏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=nxws
陕西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=sxws
甘肃卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gsws
新疆卫视咪咕,http://t.061899.xyz/tl/tl.php?id=xjws
吉林卫视咪咕,http://t.061899.xyz/tl/tl.php?id=jlws
西藏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古视咪咕,http://t.061899.xyz/tl/tl.php?id=nmgws
黑龙江视咪咕,http://t.061899.xyz/tl/tl.php?id=hljws

央卫JRtv,#genre#
CCTV-01JRtv,http://rihou.cc:555/tv/[JR]CCTV-01
CCTV-02JRtv,http://rihou.cc:555/tv/[JR]CCTV-02
CCTV-03JRtv,http://rihou.cc:555/tv/[JR]CCTV-03
CCTV-04JRtv,http://rihou.cc:555/tv/[JR]CCTV-04
CCTV-05JRtv,http://rihou.cc:555/tv/[JR]CCTV-05
CCTV-5+JRtv,http://rihou.cc:555/tv/[JR]CCTV-5p
CCTV-06JRtv,http://rihou.cc:555/tv/[JR]CCTV-06
CCTV-07JRtv,http://rihou.cc:555/tv/[JR]CCTV-07
CCTV-08JRtv,http://rihou.cc:555/tv/[JR]CCTV-08
CCTV-09JRtv,http://rihou.cc:555/tv/[JR]CCTV-09
CCTV-10JRtv,http://rihou.cc:555/tv/[JR]CCTV-10
CCTV-11JRtv,http://rihou.cc:555/tv/[JR]CCTV-11
CCTV-12JRtv,http://rihou.cc:555/tv/[JR]CCTV-12
CCTV-13JRtv,http://rihou.cc:555/tv/[JR]CCTV-13
CCTV-14JRtv,http://rihou.cc:555/tv/[JR]CCTV-14
CCTV-15JRtv,http://rihou.cc:555/tv/[JR]CCTV-15
CCTV-17JRtv,http://rihou.cc:555/tv/[JR]CCTV-17
CGTN-英JRtv,http://rihou.cc:555/tv/[JR]CGTN-英
北京卫视JRtv,http://rihou.cc:555/tv/[JR]北京卫视
东方卫视JRtv,http://rihou.cc:555/tv/[JR]东方卫视
浙江卫视JRtv,http://rihou.cc:555/tv/[JR]浙江卫视
江苏卫视JRtv,http://rihou.cc:555/tv/[JR]江苏卫视
湖南卫视JRtv,http://rihou.cc:555/tv/[JR]湖南卫视
广东卫视JRtv,http://rihou.cc:555/tv/[JR]广东卫视
深圳卫视JRtv,http://rihou.cc:555/tv/[JR]深圳卫视
天津卫视JRtv,http://rihou.cc:555/tv/[JR]天津卫视
安徽卫视JRtv,http://rihou.cc:555/tv/[JR]安徽卫视
山东卫视JRtv,http://rihou.cc:555/tv/[JR]山东卫视
山西卫视JRtv,http://rihou.cc:555/tv/[JR]山西卫视
辽宁卫视JRtv,http://rihou.cc:555/tv/[JR]辽宁卫视
河北卫视JRtv,http://rihou.cc:555/tv/[JR]河北卫视
河南卫视JRtv,http://rihou.cc:555/tv/[JR]河南卫视
江西卫视JRtv,http://rihou.cc:555/tv/[JR]江西卫视
四川卫视JRtv,http://rihou.cc:555/tv/[JR]四川卫视
重庆卫视JRtv,http://rihou.cc:555/tv/[JR]重庆卫视
贵州卫视JRtv,http://rihou.cc:555/tv/[JR]贵州卫视
湖北卫视JRtv,http://rihou.cc:555/tv/[JR]湖北卫视
广西卫视JRtv,http://rihou.cc:555/tv/[JR]广西卫视
云南卫视JRtv,http://rihou.cc:555/tv/[JR]云南卫视
东南卫视JRtv,http://rihou.cc:555/tv/[JR]东南卫视
海南卫视JRtv,http://rihou.cc:555/tv/[JR]海南卫视
青海卫视JRtv,http://rihou.cc:555/tv/[JR]青海卫视
陕西卫视JRtv,http://rihou.cc:555/tv/[JR]陕西卫视
甘肃卫视JRtv,http://rihou.cc:555/tv/[JR]甘肃卫视
吉林卫视JRtv,http://rihou.cc:555/tv/[JR]吉林卫视
内蒙古视JRtv,http://rihou.cc:555/tv/[JR]内蒙古视
黑龙江视JRtv,http://rihou.cc:555/tv/[JR]黑龙江视

央卫频特,#genre#
CCTV-01频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv1
CCTV-02频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv2
CCTV-03频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv3
CCTV-04频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=Cctv4
CCTV-04频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv4
CCTV-05频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv5
CCTV-5+频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv5plus
CCTV-06频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv6
CCTV-07频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv7
CCTV-08频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv8hd
CCTV-09频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv9hd
CCTV-10频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv10hd
CCTV-11频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv11
CCTV-12频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv12
CCTV-13频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv13
CCTV-14频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv14
CCTV-15频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=cctv15
CGTN_英频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=CGTN
北京卫视频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=beijing
深圳卫视频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=shenzhen
广西卫视频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=guangxi
湖北卫视频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=hubei
东南卫视频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=fujian
广东珠江频特,http://ma-yi.k.vu/mayi/697456c165396.php?id=zhujiang

广州电信,#genre#
CCTV-01广州,http://tvtj.jxwltx.com:8003/cctv1.m3u8
CCTV-02广州,http://tvtj.jxwltx.com:8003/cctv2.m3u8
CCTV-03广州,http://tvtj.jxwltx.com:8003/cctv3.m3u8
CCTV-04广州,http://tvtj.jxwltx.com:8003/cctv4.m3u8
CCTV-05广州,http://tvtj.jxwltx.com:8003/cctv5.m3u8
CCTV-06广州,http://tvtj.jxwltx.com:8003/cctv6.m3u8
CCTV-07广州,http://tvtj.jxwltx.com:8003/cctv7.m3u8
CCTV-08广州,http://tvtj.jxwltx.com:8003/cctv8.m3u8
CCTV-09广州,http://tvtj.jxwltx.com:8003/cctv9.m3u8
CCTV-10广州,http://tvtj.jxwltx.com:8003/cctv10.m3u8
CCTV-11广州,http://tvtj.jxwltx.com:8003/cctv11.m3u8
CCTV-12广州,http://tvtj.jxwltx.com:8003/cctv12.m3u8
CCTV-13广州,http://tvtj.jxwltx.com:8003/cctv13.m3u8
CCTV-14广州,http://tvtj.jxwltx.com:8003/cctv14.m3u8
CCTV-15广州,http://tvtj.jxwltx.com:8003/cctv15.m3u8
CCTV-16广州,http://tvtj.jxwltx.com:8003/cctv5p.m3u8
CCTV-17广州,http://tvtj.jxwltx.com:8003/cctv17.m3u8
北京卫视广州,http://tvtj1.jxwltx.com:8003/bjws.m3u8
浙江卫视广州,http://tvtj1.jxwltx.com:8003/zjws.m3u8
江苏卫视广州,http://tvtj.jxwltx.com:8003/jsws.m3u8
湖南卫视广州,http://tvtj.jxwltx.com:8003/hunanws.m3u8
广东卫视广州,http://tvtj.jxwltx.com:8003/gdws.m3u8
深圳卫视广州,http://tvtj1.jxwltx.com:8003/szws.m3u8
安徽卫视广州,http://tvtj1.jxwltx.com:8003/ahws.m3u8
山东卫视广州,http://tvtj1.jxwltx.com:8003/sdws.m3u8
山西卫视广州,http://tvtj1.jxwltx.com:8003/sxws.m3u8
河南卫视广州,http://tvtj1.jxwltx.com:8003/hnws.m3u8
江西卫视广州,http://tvtj1.jxwltx.com:8003/jxws.m3u8
四川卫视广州,http://tvtj1.jxwltx.com:8003/scws.m3u8
广西卫视广州,http://tvtj1.jxwltx.com:8003/gxws.m3u8
云南卫视广州,http://tvtj.jxwltx.com:8003/ynws.m3u8
东南卫视广州,http://tvtj.jxwltx.com:8003/dnws.m3u8
厦门卫视广州,http://tvtj1.jxwltx.com:8003/tjws.m3u8
宁夏卫视广州,http://tvtj1.jxwltx.com:8003/linxws.m3u8
青海卫视广州,http://tvtj1.jxwltx.com:8003/live1096.m3u8
吉林卫视广州,http://tvtj1.jxwltx.com:8003/jlws.m3u8 
广州综合频道,http://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻频道,http://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州竞赛频道,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
广州影视频道,http://tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州法治频道,http://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州南国频道,http://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
广州综合频道,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻频道,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州竞赛频道,http://php.jdshipin.com:8880/gztv.php?id=jingsai
广州影视频道,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州法治频道,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广东普宁频道,http://121.11.160.7:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
广西崇左频道,http://gxyd.484947.xyz/PLTV/77777777/224/3221226351/index.m3u8?servicetype=1&IASHttpSessionId=OTT
广西天等频道,rtmp://live.gxrb.com.cn/gx/tiandeng
海南新闻频道,http://nn.7x9d.cn/地方台8563/海南.php?id=xwpd
海南自贸频道,http://nn.7x9d.cn/地方台8563/海南.php?id=jjpd
海南文旅频道,http://nn.7x9d.cn/地方台8563/海南.php?id=wlpd
海口新闻频道,http://183.255.46.4:16080/live/tv1001.m3u8
海口生活频道,http://183.255.46.4:16080/live/tv2502.m3u8
海口城乡频道,http://183.255.46.4:16080/live/tv2503.m3u8
儋州综合频道,http://36009.hlsplay.aodianyun.com/tv_radio_36009/tv_channel_1330.m3u8?auth_key=4854915849-0-0-5cf8df0f6f82fbb8da58b60f011965c3
广州综合广州,http://tvtj1.jxwltx.com:8003/live3044.m3u8
广州新闻广州,http://tvtj1.jxwltx.com:8003/live2958.m3u8
广东珠江广州,http://tvtj1.jxwltx.com:8003/live2897.m3u8
广东新闻广州,http://tvtj1.jxwltx.com:8003/live2825.m3u8
广东民生广州,http://tvtj1.jxwltx.com:8003/dfws.m3u8
广东体育广州,http://tvtj1.jxwltx.com:8003/live2915.m3u8
广东影视广州,http://tvtj1.jxwltx.com:8003/live1762.m3u8
广东湾区广州,http://tvtj.jxwltx.com:8003/neimenggu.m3u8
广东经济广州,http://tvtj1.jxwltx.com:8003/live3001.m3u8
广东现代广州,http://tvtj1.jxwltx.com:8003/live3087.m3u8
广东少儿广州,http://tvtj1.jxwltx.com:8003/live1570.m3u8
嘉佳卡通广州,http://tvtj1.jxwltx.com:8003/live1328.m3u8
优漫卡通广州,http://tvtj1.jxwltx.com:8003/custom11.m3u8

欣赏频道,#genre#
中天新闻欣赏,https://live.catvod.com/live.php?id=ctinews
中天新闻欣赏,http://rihou.cc:555/tv/[Hv]中天新聞
中天新闻欣赏,http://rihou.cc:555/tv/[SZ]中天新闻
中天新闻欣赏,http://rihou.cc:555/tv/[Bx]中天新闻
寰宇新闻欣赏,http://rihou.cc:555/tv/[Hk]寰宇新闻
tvbS闽南欣赏,http://rihou.cc:555/tv/[Hv]tvbS闽南
tvbS新闻欣赏,http://rihou.cc:555/tv/[FY]tvbS新闻
闽镜新闻欣赏,http://rihou.cc:555/tv/[Hk]闽镜新闻
闽南综合欣赏,http://rihou.cc:555/tv/[Hk]闽南综合
民视新闻欣赏,http://rihou.cc:555/tv/[Hk]民视新闻
台视新闻欣赏,http://rihou.cc:555/tv/[Hk]台视新闻
年代新闻欣赏,http://rihou.cc:555/tv/[Hk]年代新闻
非凡新闻欣赏,http://rihou.cc:555/tv/[Hk]非凡新闻
东森新闻欣赏,http://rihou.cc:555/tv/[Hk]东森新闻
中视新闻欣赏,http://rihou.cc:555/tv/[Hk]中视新闻
凤凰中文欣赏,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰中文欣赏,http://rihou.cc:555/tv/[Bx]凤凰中文
凤凰资讯欣赏,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰资讯欣赏,http://rihou.cc:555/tv/[Bx]凤凰资讯
凤凰香港欣赏,http://rihou.cc:555/tv/[Pd]凤凰香港
凤凰香港欣赏,http://rihou.cc:555/tv/[Bx]凤凰香港
经典电影轮播,rtmp://live.gxrb.com.cn/pull/red_movies_0501
邵氏影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519
邵氏影院,http://lxajh.top/tv/douyu.php?id=4246519
2025 93阅兵,http://jx.999315.xyz/yzzy/20250903/20785_ad349260/index.m3u8
正义必胜晚会,http://jx.999315.xyz/yzzy/20250905/21018_6395ac11/index.m3u8
阅兵装备详解,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8bc3d97bc5b9e4f037001991f54f4f9_258.mp4
朝鲜视角阅兵,https://sns-video-default.xhscdn.com/stream/79/110/258/01e8be81aabc2e7a4f03700199282ce8e4_258.mp4
粤语戏曲欣赏,http://tl.061833.xyz/tl/null-15
粤语戏曲欣赏,http://rihou.cc:555/tv/[Hk]粤语戏曲
粤语长片欣赏,http://tl.061833.xyz/tl/null-10
粤语长片欣赏,http://rihou.cc:555/tv/[Hk]粤语长片
广东珠江欣赏,http://rihou.cc:555/tv/[AtI]广东珠江
广东珠江欣赏,http://rihou.cc:555/tv/[At|]广东珠江
广东珠江欣赏,http://rihou.cc:555/tv/[Cx]广东珠江
